name,planet_status,mass,mass_error_min,mass_error_max,mass_sini,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min
HD 179079 b,Confirmed,,0.012,0.012,0.076,0.012,0.012,,
HD 179949 b,Confirmed,,,,0.92,,,1.05,
HD 180053 b,Confirmed,,0.063,0.063,2.194,0.063,0.063,1.203,
HD 18015 Ab,Confirmed,,0.23,0.23,3.18,0.23,0.23,1.17,
HD 180902 b,Confirmed,,0.41,0.41,1.685,0.41,0.41,1.221,
HD 181234 Ab,Confirmed,9.379,0.993,1.01,8.37,0.36,0.36,,
HD 181342 b,Confirmed,,0.19,0.19,2.54,0.19,0.19,1.19,
HD 181433 b,Confirmed,,0.0003,0.0003,0.0223,0.0003,0.0003,,
HD 181433 c,Confirmed,,0.003,0.003,0.674,0.003,0.003,,
HD 181433 d,Confirmed,,0.004,0.004,0.612,0.004,0.004,,
HD 18143 Ab,Confirmed,,0.007,0.005,0.034,0.007,0.005,,
HD 18143 Ac,Confirmed,9.998,1.871,1.961,,,,,
HD 181720 b,Confirmed,12.12,5.88,,0.37,,,,
HD 183263 Ab,Confirmed,,0.3,0.3,3.67,0.3,0.3,,
HD 183263 Ac,Confirmed,,0.59,0.59,3.82,0.59,0.59,,
HD 183579 b,Confirmed,0.0302,0.132,0.0142,,,,0.3149,0.0098
HD 184010 b,Confirmed,,0.07,0.07,0.3,0.07,0.07,,
HD 184010 c,Confirmed,,0.1,0.1,0.28,0.1,0.1,,
HD 184010 d,Confirmed,,0.08,0.08,0.46,0.08,0.08,,
HD 185269 Ab,Confirmed,,,,0.94,,,,
HD 185283 Ab,Confirmed,1.3,0.1,0.3,,,,,
HD 187085 b,Confirmed,,,,0.75,,,,
HD 187123 b,Confirmed,1.4,0.3,0.5,0.52,0.04,0.04,,
HD 187123 c,Confirmed,,0.25,0.25,1.99,0.25,0.25,,
HD 18742 b,Confirmed,,1.2,1.2,3.4,1.2,1.2,1.166,
HD 188015 Ab,Confirmed,,,,1.26,,,,
HD 189567 b,Confirmed,,0.0019,0.0019,0.0267,0.0019,0.0019,,
HD 189567 c,Confirmed,,0.0028,0.0028,0.022,0.0028,0.0028,,
HD 189733 Ab,Confirmed,1.138,0.025,0.025,1.15,,,1.138,0.077
HD 190007 b,Confirmed,,0.00522,0.00522,0.05179,0.00522,0.00522,,
HD 190228 b,Confirmed,6.0,1.0,1.2,5.0,1.0,1.0,,
HD 190622 b,Confirmed,0.0242,0.003,0.003,,,,0.27541,0.00473
HD 190622 c,Confirmed,,0.0211,0.0211,0.714,0.0211,0.0211,,
HD 190647 b,Confirmed,,0.06,0.06,1.9,0.06,0.06,,
HD 190984 b,Confirmed,,,,3.1,,,,
HD 191806 b,Confirmed,,0.63,0.63,8.52,0.63,0.63,,
HD 191939 b,Confirmed,0.031,0.0022,0.0022,,,,0.303,0.071
HD 191939 c,Confirmed,0.0227,0.0044,0.0044,,,,0.2748,0.062
HD 191939 d,Confirmed,0.0182,0.0182,0.0,,,,0.2712,0.0062
HD 191939 e,Confirmed,,0.009,0.009,0.34,0.009,0.009,,
HD 191939 f,Confirmed,,4.5,4.5,6.5,4.5,4.5,,
HD 191939 g,Confirmed,,0.006,0.006,0.0488,0.006,0.006,,
HD 192263 b,Confirmed,,0.015,0.015,0.733,0.015,0.015,,
HD 192699 b,Confirmed,,0.093,0.093,2.096,0.093,0.093,1.206,
HD 194490 b,Confirmed,11.207,1.329,1.764,,,,,
HD 195019 Ab,Confirmed,,0.3,0.3,3.7,0.3,0.3,,
HD 196050 Ab,Confirmed,,,,2.83,,,,
HD 19615 b,Confirmed,8.6,53.5,-17.8,8.5,0.7,0.7,,
HD 196885 Ab,Confirmed,2.67,0.63,1.4,2.98,0.05,0.05,,
HD 197037 Ab,Confirmed,,0.05,0.05,0.79,0.05,0.05,,
HD 199509 Ab,Confirmed,,0.016,0.012,0.136,0.016,0.012,,
HD 20003 b,Confirmed,,0.0031,0.0031,0.0378,0.0031,0.0031,,
HD 20003 c,Confirmed,,0.004,0.004,0.0422,0.004,0.004,,
HD 200964 b,Confirmed,,0.08,0.14,1.85,0.08,0.14,,
HD 200964 c,Confirmed,,0.063,0.123,0.895,0.063,0.123,,
HD 202432 b,Confirmed,,0.4,0.4,1.9,0.4,0.4,,
HD 202696 Ab,Confirmed,,0.011,0.174,1.991,0.011,0.174,,
HD 202696 Ac,Confirmed,,0.212,0.116,1.917,0.212,0.116,,
HD 202772 Ab,Confirmed,1.008,0.079,0.074,,,,1.562,0.069
HD 203030 Ab,Confirmed,11.0,4.0,4.0,,,,1.3,0.04
HD 20329 b,Confirmed,0.02335,0.00343,0.00343,,,,0.1534,0.0062
HD 20367 b,Confirmed,,,,1.07,,,,
HD 2039 b,Confirmed,,0.82,0.82,6.11,0.82,0.82,,
HD 204313 b,Confirmed,,0.3,0.3,4.28,0.3,0.3,,
HD 204313 c,Confirmed,,0.0053,0.0053,0.0553,0.0053,0.0053,,
HD 204941 Ab,Confirmed,,0.032,0.032,0.266,0.032,0.032,,
HD 205158 b,Confirmed,,0.045,0.039,0.392,0.045,0.039,,
HD 205739 b,Confirmed,,0.09,0.07,1.37,0.09,0.07,,
HD 206255 b,Confirmed,,0.0223,0.0223,0.1076,0.0223,0.0223,,
HD 206610 b,Confirmed,,0.1,0.1,2.2,0.1,0.1,,
HD 206893 c,Confirmed,10.31,2.2,2.4,,,,1.46,0.06
HD 207496 Ab,Confirmed,0.0192,0.005,0.005,,,,0.2007,0.0107
HD 20781 b,Confirmed,,0.00123,0.00123,0.00607,0.00123,0.00123,,
HD 20781 c,Confirmed,,0.00211,0.0022,0.01677,0.00211,0.0022,,
HD 20781 d,Confirmed,,0.0037,0.0038,0.0334,0.0037,0.0038,,
HD 20781 e,Confirmed,,0.0049,0.0049,0.0442,0.0049,0.0049,,
HD 20782 b,Confirmed,,0.5,0.5,1.9,0.5,0.5,,
HD 207832 Ab,Confirmed,,0.03,0.06,0.56,0.03,0.06,,
HD 207832 Ac,Confirmed,,0.05,0.18,0.73,0.05,0.18,,
HD 207897 b,Confirmed,0.05,0.005,0.005,,,,0.22348,0.0071
HD 208487 b,Confirmed,,0.05,0.05,0.413,0.05,0.05,,
HD 208487 c,Confirmed,0.46,0.1,0.1,,,,,
HD 208527 b,Confirmed,,1.7,1.7,9.9,1.7,1.7,,
HD 20868 b,Confirmed,,0.05,0.05,1.99,0.05,0.05,,
HD 208897 b,Confirmed,,0.08,0.08,1.4,0.08,0.08,,
HD 209458 b,Confirmed,0.69,0.017,0.017,,0.017,0.017,1.38,0.018
HD 210193 b,Confirmed,,0.0733,0.0733,0.4817,0.0733,0.0733,,
HD 210277 b,Confirmed,,0.03,0.03,1.23,0.03,0.03,,
HD 210702 Ab,Confirmed,,0.097,0.097,1.808,0.097,0.097,1.216,
HD 211403 b,Confirmed,,0.39,0.39,5.54,0.39,0.39,,
HD 211810 b,Confirmed,,0.44,0.44,0.67,0.44,0.44,,
HD 211970 b,Confirmed,,0.0079,0.0079,0.0409,0.0079,0.0079,,
HD 212301 Ab,Confirmed,,,,0.4,,,1.07,
HD 212771 b,Confirmed,,0.4,0.4,2.3,0.4,0.4,,
HD 213240 Ab,Confirmed,,,,4.5,,,,
HD 213472 b,Confirmed,,0.59,1.1,3.48,0.59,1.1,,
HD 213519 Ab,Confirmed,,0.004,0.009,0.029,0.004,0.009,,
HD 213885 Ab,Confirmed,0.02778,0.00208,0.00208,,,,0.15568,0.00464
HD 213885 Ac,Confirmed,,0.00434,0.00434,0.06277,0.00434,0.00434,,
HD 21411 b,Confirmed,,0.0805,0.0805,0.2073,0.0805,0.0805,,
HD 214823 Ab,Confirmed,,0.31,0.31,20.56,0.31,0.31,1.082,
HD 215152 b,Confirmed,,0.00235,0.0013,0.00628,0.00235,0.0013,,
HD 215152 c,Confirmed,,0.00177,0.00249,0.004801,0.00177,0.00249,,
HD 215152 d,Confirmed,,0.00259,0.00287,0.008511,0.00259,0.00287,,
HD 215152 e,Confirmed,,0.006711,0.00145,0.01091,0.006711,0.00145,,
HD 21520 b,Confirmed,0.0249,0.0094,0.0101,0.0249,0.009,0.0101,0.24061,0.008
HD 215456 Ab,Confirmed,,,,0.101,,,,
HD 215456 Ac,Confirmed,,,,0.246,,,,
HD 215497 b,Confirmed,,,,0.02,,,,
HD 215497 c,Confirmed,,,,0.33,,,,
HD 216520 b,Confirmed,,0.00311,0.00311,0.03228,0.00311,0.00311,,
HD 216520 c,Confirmed,,0.00513,0.00513,0.0297,0.00513,0.00513,,
